,Gross Area,Interior Area,Bedrooms,Baths,Floor,Type,Status,Price,City
3484,182 m2,145 m2,1,1,1,Apartment ,Under Construction ,,Tirana
3485,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3486,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3487,1104 m2,1104 m2,2,1,1,Land ,Used ,,Tirana
3488,91 m2,38 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3489,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3490,85 m2,66 m2,1,2,5,Multipurpose space ,Used ,,Tirana
3491,76 m2,58 m2,1,2,5,Multipurpose space ,Used ,,Tirana
3492,96.78 m2,96.78 m2,2,2,5,Parking ,New ,,Tirana
3493,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3494,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3495,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3496,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3497,168 m2,72 m2,1,1,1,Apartment ,Under Construction ,,Himarë
3498,39 m2,30 m2,1,1,2,Multipurpose space ,Used ,,Tirana
3499,1104 m2,1104 m2,2,1,2,Land ,Used ,,Tirana
3500,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3501,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3502,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3503,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3504,96.78 m2,96.78 m2,1,1,1,Parking ,New ,,Tirana
3505,86 m2,68 m2,1,1,2,Apartment ,Under Construction ,,Tirana
3506,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3507,178 m2,141 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3508,182 m2,145 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3509,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3510,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3511,1104 m2,1104 m2,1,2,5,Land ,Used ,,Tirana
3512,91 m2,38 m2,1,2,5,Apartment ,Under Construction ,,Himarë
3513,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3514,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3515,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3516,96.78 m2,96.78 m2,2,1,1,Parking ,New ,,Tirana
3517,86 m2,68 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3518,197 m2,157 m2,1,1,2,Apartment ,Under Construction ,,Tirana
3519,178 m2,141 m2,1,1,2,Apartment ,Under Construction ,,Tirana
3520,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3521,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3522,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3523,1104 m2,1104 m2,2,2,5,Land ,Used ,,Tirana
3524,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3525,180 m2,84 m2,1,1,2,Apartment ,Under Construction ,,Himarë
3526,85 m2,66 m2,1,1,1,Multipurpose space ,Used ,,Tirana
3527,76 m2,58 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3528,96.78 m2,96.78 m2,2,1,2,Parking ,New ,,Tirana
3529,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3530,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3531,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3532,182 m2,145 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3533,168 m2,72 m2,1,2,5,Apartment ,Under Construction ,,Himarë
3534,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3535,1104 m2,1104 m2,2,1,2,Land ,Used ,,Tirana
3536,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3537,180 m2,84 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3538,85 m2,66 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3539,76 m2,58 m2,1,1,2,Multipurpose space ,Used ,,Tirana
3540,96.78 m2,96.78 m2,1,2,5,Parking ,New ,,Tirana
3541,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3542,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3543,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3544,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3545,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3546,39 m2,30 m2,1,1,1,Multipurpose space ,Used ,,Tirana
3547,1104 m2,1104 m2,1,1,1,Land ,Used ,,Tirana
3548,91 m2,38 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3549,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3550,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3551,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3552,96.78 m2,96.78 m2,2,2,5,Parking ,New ,,Tirana
3553,86 m2,68 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3554,197 m2,157 m2,1,1,1,Apartment ,Under Construction ,,Tirana
3555,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3556,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3557,168 m2,72 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3558,39 m2,30 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3559,1104 m2,1104 m2,2,1,2,Land ,Used ,,Tirana
3560,91 m2,38 m2,1,2,5,Apartment ,Under Construction ,,Himarë
3561,180 m2,84 m2,1,2,5,Apartment ,Under Construction ,,Himarë
3562,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3563,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3564,96.78 m2,96.78 m2,2,1,1,Parking ,New ,,Tirana
3565,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3566,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3567,178 m2,141 m2,1,1,1,Apartment ,Under Construction ,,Tirana
3568,182 m2,145 m2,1,1,2,Apartment ,Under Construction ,,Tirana
3569,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3570,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3571,1104 m2,1104 m2,2,2,5,Land ,Used ,,Tirana
3572,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3573,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3574,85 m2,66 m2,1,1,1,Multipurpose space ,Used ,,Tirana
3575,76 m2,58 m2,1,1,2,Multipurpose space ,Used ,,Tirana
3576,96.78 m2,96.78 m2,2,1,1,Parking ,New ,,Tirana
3577,86 m2,68 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3578,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3579,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3580,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3581,168 m2,72 m2,1,2,5,Apartment ,Under Construction ,,Himarë
3582,39 m2,30 m2,1,2,5,Multipurpose space ,Used ,,Tirana
3583,1104 m2,1104 m2,2,2,5,Land ,Used ,,Tirana
3584,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3585,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3586,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3587,76 m2,58 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3588,96.78 m2,96.78 m2,1,1,2,Parking ,New ,,Tirana
3589,86 m2,68 m2,1,1,2,Apartment ,Under Construction ,,Tirana
3590,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3591,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3592,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3593,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3594,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3595,1104 m2,1104 m2,1,1,2,Land ,Used ,,Tirana
3596,91 m2,38 m2,1,1,1,Apartment ,Under Construction ,,Himarë
3597,180 m2,84 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3598,85 m2,66 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3599,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3600,96.78 m2,96.78 m2,2,2,5,Parking ,New ,,Tirana
3601,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3602,197 m2,157 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3603,178 m2,141 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3604,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3605,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3606,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3607,1104 m2,1104 m2,2,1,1,Land ,Used ,,Tirana
3608,91 m2,38 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3609,180 m2,84 m2,1,1,2,Apartment ,Under Construction ,,Himarë
3610,85 m2,66 m2,1,2,5,Multipurpose space ,Used ,,Tirana
3611,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3612,96.78 m2,96.78 m2,2,2,5,Parking ,New ,,Tirana
3613,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3614,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3615,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3616,182 m2,145 m2,1,1,1,Apartment ,Under Construction ,,Tirana
3617,168 m2,72 m2,1,1,1,Apartment ,Under Construction ,,Himarë
3618,39 m2,30 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3619,1104 m2,1104 m2,2,1,2,Land ,Used ,,Tirana
3620,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3621,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3622,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3623,76 m2,58 m2,1,2,5,Multipurpose space ,Used ,,Tirana
3624,96.78 m2,96.78 m2,1,1,1,Parking ,New ,,Tirana
3625,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3626,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3627,178 m2,141 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3628,182 m2,145 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3629,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3630,39 m2,30 m2,1,2,5,Multipurpose space ,Used ,,Tirana
3631,1104 m2,1104 m2,2,2,5,Land ,Used ,,Tirana
3632,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3633,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3634,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3635,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3636,96.78 m2,96.78 m2,1,1,1,Parking ,New ,,Tirana
3637,86 m2,68 m2,1,1,1,Apartment ,Under Construction ,,Tirana
3638,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3639,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3640,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3641,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3642,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3643,1104 m2,1104 m2,1,2,5,Land ,Used ,,Tirana
3644,91 m2,38 m2,1,1,1,Apartment ,Under Construction ,,Himarë
3645,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3646,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3647,76 m2,58 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3648,96.78 m2,96.78 m2,2,1,2,Parking ,New ,,Tirana
3649,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3650,197 m2,157 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3651,178 m2,141 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3652,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3653,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3654,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3655,1104 m2,1104 m2,2,1,2,Land ,Used ,,Tirana
3656,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3657,180 m2,84 m2,1,1,1,Apartment ,Under Construction ,,Himarë
3658,85 m2,66 m2,1,1,2,Multipurpose space ,Used ,,Tirana
3659,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3660,96.78 m2,96.78 m2,2,2,5,Parking ,New ,,Tirana
3661,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3662,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3663,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3664,182 m2,145 m2,1,1,1,Apartment ,Under Construction ,,Tirana
3665,168 m2,72 m2,1,1,2,Apartment ,Under Construction ,,Himarë
3666,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3667,1104 m2,1104 m2,2,1,1,Land ,Used ,,Tirana
3668,91 m2,38 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3669,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3670,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3671,76 m2,58 m2,1,2,5,Multipurpose space ,Used ,,Tirana
3672,96.78 m2,96.78 m2,1,2,5,Parking ,New ,,Tirana
3673,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3674,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3675,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3676,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3677,168 m2,72 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3678,39 m2,30 m2,1,1,2,Multipurpose space ,Used ,,Tirana
3679,1104 m2,1104 m2,1,1,2,Land ,Used ,,Tirana
3680,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3681,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3682,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3683,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3684,96.78 m2,96.78 m2,2,1,1,Parking ,New ,,Tirana
3685,86 m2,68 m2,1,1,2,Apartment ,Under Construction ,,Tirana
3686,197 m2,157 m2,1,1,1,Apartment ,Under Construction ,,Tirana
3687,178 m2,141 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3688,182 m2,145 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3689,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3690,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3691,1104 m2,1104 m2,2,2,5,Land ,Used ,,Tirana
3692,91 m2,38 m2,1,2,5,Apartment ,Under Construction ,,Himarë
3693,180 m2,84 m2,1,2,5,Apartment ,Under Construction ,,Himarë
3694,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3695,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3696,96.78 m2,96.78 m2,2,1,1,Parking ,New ,,Tirana
3697,86 m2,68 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3698,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3699,178 m2,141 m2,1,1,2,Apartment ,Under Construction ,,Tirana
3700,182 m2,145 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3701,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3702,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3703,1104 m2,1104 m2,2,2,5,Land ,Used ,,Tirana
3704,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3705,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3706,85 m2,66 m2,1,1,1,Multipurpose space ,Used ,,Tirana
3707,76 m2,58 m2,1,1,1,Multipurpose space ,Used ,,Tirana
3708,96.78 m2,96.78 m2,2,1,2,Parking ,New ,,Tirana
3709,86 m2,68 m2,,1,2,Apartment ,Under Construction ,,Tirana
3710,197 m2,157 m2,,2,5,Apartment ,Under Construction ,,Tirana
3711,178 m2,141 m2,,2,5,Apartment ,Under Construction ,,Tirana
3712,182 m2,145 m2,,2,5,Apartment ,Under Construction ,,Tirana
3713,168 m2,72 m2,,2,5,Apartment ,Under Construction ,,Himarë
3714,39 m2,30 m2,,1,1,Multipurpose space ,Used ,,Tirana
3715,1104 m2,1104 m2,,1,2,Land ,Used ,,Tirana
3716,91 m2,38 m2,,1,1,Apartment ,Under Construction ,,Himarë
3717,180 m2,84 m2,,1,1,Apartment ,Under Construction ,,Himarë
3718,85 m2,66 m2,,1,2,Multipurpose space ,Used ,,Tirana
3719,76 m2,58 m2,,1,2,Multipurpose space ,Used ,,Tirana
3720,96.78 m2,96.78 m2,,2,5,Parking ,New ,,Tirana
3721,86 m2,68 m2,,2,5,Apartment ,Under Construction ,,Tirana
3722,197 m2,157 m2,,2,5,Apartment ,Under Construction ,,Tirana
3723,178 m2,141 m2,,2,5,Apartment ,Under Construction ,,Tirana
3724,182 m2,145 m2,,1,1,Apartment ,Under Construction ,,Tirana
3725,168 m2,72 m2,,1,2,Apartment ,Under Construction ,,Himarë
3726,39 m2,30 m2,,1,1,Multipurpose space ,Used ,,Tirana
3727,1104 m2,1104 m2,,1,1,Land ,Used ,,Tirana
3728,91 m2,38 m2,,1,2,Apartment ,Under Construction ,,Himarë
3729,180 m2,84 m2,,1,2,Apartment ,Under Construction ,,Himarë
3730,85 m2,66 m2,,2,5,Multipurpose space ,Used ,,Tirana
3731,76 m2,58 m2,,2,5,Multipurpose space ,Used ,,Tirana
3732,96.78 m2,96.78 m2,,2,5,Parking ,New ,,Tirana
3733,86 m2,68 m2,,2,5,Apartment ,Under Construction ,,Tirana
3734,197 m2,157 m2,,1,1,Apartment ,Under Construction ,,Tirana
3735,178 m2,141 m2,,1,2,Apartment ,Under Construction ,,Tirana
3736,182 m2,145 m2,,1,1,Apartment ,Under Construction ,,Tirana
3737,168 m2,72 m2,,1,1,Apartment ,Under Construction ,,Himarë
3738,39 m2,30 m2,,1,2,Multipurpose space ,Used ,,Tirana
3739,1104 m2,1104 m2,,1,2,Land ,Used ,,Tirana
3740,91 m2,38 m2,,2,5,Apartment ,Under Construction ,,Himarë
3741,180 m2,84 m2,,2,5,Apartment ,Under Construction ,,Himarë
3742,85 m2,66 m2,,2,5,Multipurpose space ,Used ,,Tirana
3743,76 m2,58 m2,,2,5,Multipurpose space ,Used ,,Tirana
3744,96.78 m2,96.78 m2,,1,1,Parking ,New ,,Tirana
3745,86 m2,68 m2,,1,2,Apartment ,Under Construction ,,Tirana
3746,197 m2,157 m2,,1,1,Apartment ,Under Construction ,,Tirana
3747,178 m2,141 m2,,1,1,Apartment ,Under Construction ,,Tirana
3748,182 m2,145 m2,,1,2,Apartment ,Under Construction ,,Tirana
3749,168 m2,72 m2,,1,2,Apartment ,Under Construction ,,Himarë
3750,39 m2,30 m2,,2,5,Multipurpose space ,Used ,,Tirana
3751,1104 m2,1104 m2,,2,5,Land ,Used ,,Tirana
3752,91 m2,38 m2,,2,5,Apartment ,Under Construction ,,Himarë
3753,180 m2,84 m2,,2,5,Apartment ,Under Construction ,,Himarë
3754,85 m2,66 m2,,1,1,Multipurpose space ,Used ,,Tirana
3755,76 m2,58 m2,,1,2,Multipurpose space ,Used ,,Tirana
3756,96.78 m2,96.78 m2,,1,1,Parking ,New ,,Tirana
3757,86 m2,68 m2,,1,1,Apartment ,Under Construction ,,Tirana
3758,197 m2,157 m2,,1,2,Apartment ,Under Construction ,,Tirana
3759,178 m2,141 m2,,1,2,Apartment ,Under Construction ,,Tirana
3760,182 m2,145 m2,,2,5,Apartment ,Under Construction ,,Tirana
3761,168 m2,72 m2,,2,5,Apartment ,Under Construction ,,Himarë
3762,39 m2,30 m2,,2,5,Multipurpose space ,Used ,,Tirana
3763,1104 m2,1104 m2,,2,5,Land ,Used ,,Tirana
3764,91 m2,38 m2,,1,1,Apartment ,Under Construction ,,Himarë
3765,180 m2,84 m2,,1,2,Apartment ,Under Construction ,,Himarë
3766,85 m2,66 m2,,1,1,Multipurpose space ,Used ,,Tirana
3767,76 m2,58 m2,,1,1,Multipurpose space ,Used ,,Tirana
3768,96.78 m2,96.78 m2,,1,2,Parking ,New ,,Tirana
3769,86 m2,68 m2,,1,2,Apartment ,Under Construction ,,Tirana
3770,197 m2,157 m2,,2,5,Apartment ,Under Construction ,,Tirana
3771,178 m2,141 m2,,2,5,Apartment ,Under Construction ,,Tirana
3772,182 m2,145 m2,,2,5,Apartment ,Under Construction ,,Tirana
3773,168 m2,72 m2,,2,5,Apartment ,Under Construction ,,Himarë
3774,39 m2,30 m2,,1,1,Multipurpose space ,Used ,,Tirana
3775,1104 m2,1104 m2,,1,2,Land ,Used ,,Tirana
3776,91 m2,38 m2,,1,1,Apartment ,Under Construction ,,Himarë
3777,180 m2,84 m2,,1,1,Apartment ,Under Construction ,,Himarë
3778,85 m2,66 m2,,1,2,Multipurpose space ,Used ,,Tirana
3779,76 m2,58 m2,,1,2,Multipurpose space ,Used ,,Tirana
3780,96.78 m2,96.78 m2,,2,5,Parking ,New ,,Tirana
3781,86 m2,68 m2,,2,5,Apartment ,Under Construction ,,Tirana
3782,197 m2,157 m2,,2,5,Apartment ,Under Construction ,,Tirana
3783,178 m2,141 m2,,2,5,Apartment ,Under Construction ,,Tirana
3784,182 m2,145 m2,,1,1,Apartment ,Under Construction ,,Tirana
3785,168 m2,72 m2,,1,2,Apartment ,Under Construction ,,Himarë
3786,39 m2,30 m2,,1,1,Multipurpose space ,Used ,,Tirana
3787,1104 m2,1104 m2,,1,1,Land ,Used ,,Tirana
3788,91 m2,38 m2,,1,2,Apartment ,Under Construction ,,Himarë
3789,180 m2,84 m2,,1,2,Apartment ,Under Construction ,,Himarë
3790,85 m2,66 m2,,2,5,Multipurpose space ,Used ,,Tirana
3791,76 m2,58 m2,,2,5,Multipurpose space ,Used ,,Tirana
3792,96.78 m2,96.78 m2,,2,5,Parking ,New ,,Tirana
3793,86 m2,68 m2,,2,5,Apartment ,Under Construction ,,Tirana
3794,197 m2,157 m2,,1,1,Apartment ,Under Construction ,,Tirana
3795,178 m2,141 m2,,1,2,Apartment ,Under Construction ,,Tirana
3796,182 m2,145 m2,,1,1,Apartment ,Under Construction ,,Tirana
3797,168 m2,72 m2,,1,1,Apartment ,Under Construction ,,Himarë
3798,39 m2,30 m2,,1,2,Multipurpose space ,Used ,,Tirana
3799,1104 m2,1104 m2,,1,2,Land ,Used ,,Tirana
3800,91 m2,38 m2,,2,5,Apartment ,Under Construction ,,Himarë
3801,180 m2,84 m2,,2,5,Apartment ,Under Construction ,,Himarë
3802,85 m2,66 m2,,2,5,Multipurpose space ,Used ,,Tirana
3803,76 m2,58 m2,,2,5,Multipurpose space ,Used ,,Tirana
3804,96.78 m2,96.78 m2,,1,1,Parking ,New ,,Tirana
3805,86 m2,68 m2,,1,2,Apartment ,Under Construction ,,Tirana
3806,197 m2,157 m2,,1,1,Apartment ,Under Construction ,,Tirana
3807,178 m2,141 m2,,1,1,Apartment ,Under Construction ,,Tirana
3808,182 m2,145 m2,,1,2,Apartment ,Under Construction ,,Tirana
3809,168 m2,72 m2,,1,2,Apartment ,Under Construction ,,Himarë
3810,39 m2,30 m2,,2,5,Multipurpose space ,Used ,,Tirana
3811,1104 m2,1104 m2,,2,5,Land ,Used ,,Tirana
3812,91 m2,38 m2,,2,5,Apartment ,Under Construction ,,Himarë
3813,180 m2,84 m2,,2,5,Apartment ,Under Construction ,,Himarë
3814,85 m2,66 m2,,1,1,Multipurpose space ,Used ,,Tirana
3815,76 m2,58 m2,,1,2,Multipurpose space ,Used ,,Tirana
3816,96.78 m2,96.78 m2,,1,1,Parking ,New ,,Tirana
3817,86 m2,68 m2,,1,1,Apartment ,Under Construction ,,Tirana
3818,197 m2,157 m2,,1,2,Apartment ,Under Construction ,,Tirana
3819,178 m2,141 m2,,1,2,Apartment ,Under Construction ,,Tirana
3820,182 m2,145 m2,,2,5,Apartment ,Under Construction ,,Tirana
3821,168 m2,72 m2,,2,5,Apartment ,Under Construction ,,Himarë
3822,39 m2,30 m2,,2,5,Multipurpose space ,Used ,,Tirana
3823,1104 m2,1104 m2,,2,5,Land ,Used ,,Tirana
3824,91 m2,38 m2,,1,1,Apartment ,Under Construction ,,Himarë
3825,180 m2,84 m2,,1,2,Apartment ,Under Construction ,,Himarë
3826,85 m2,66 m2,,1,1,Multipurpose space ,Used ,,Tirana
3827,76 m2,58 m2,,1,1,Multipurpose space ,Used ,,Tirana
3828,96.78 m2,96.78 m2,,1,2,Parking ,New ,,Tirana
3829,86 m2,68 m2,,1,2,Apartment ,Under Construction ,,Tirana
3830,197 m2,157 m2,,2,5,Apartment ,Under Construction ,,Tirana
3831,178 m2,141 m2,,2,5,Apartment ,Under Construction ,,Tirana
3832,182 m2,145 m2,,2,5,Apartment ,Under Construction ,,Tirana
3833,168 m2,72 m2,,2,5,Apartment ,Under Construction ,,Himarë
3834,39 m2,30 m2,,1,1,Multipurpose space ,Used ,,Tirana
3835,1104 m2,1104 m2,,1,2,Land ,Used ,,Tirana
3836,91 m2,38 m2,,1,1,Apartment ,Under Construction ,,Himarë
3837,180 m2,84 m2,,1,1,Apartment ,Under Construction ,,Himarë
3838,85 m2,66 m2,,1,2,Multipurpose space ,Used ,,Tirana
3839,76 m2,58 m2,,1,2,Multipurpose space ,Used ,,Tirana
3840,96.78 m2,96.78 m2,,2,5,Parking ,New ,,Tirana
3841,86 m2,68 m2,,2,5,Apartment ,Under Construction ,,Tirana
3842,197 m2,157 m2,,2,5,Apartment ,Under Construction ,,Tirana
3843,178 m2,141 m2,,2,5,Apartment ,Under Construction ,,Tirana
3844,182 m2,145 m2,,1,1,Apartment ,Under Construction ,,Tirana
3845,168 m2,72 m2,,1,2,Apartment ,Under Construction ,,Himarë
3846,39 m2,30 m2,,1,1,Multipurpose space ,Used ,,Tirana
3847,1104 m2,1104 m2,,1,1,Land ,Used ,,Tirana
3848,91 m2,38 m2,,1,2,Apartment ,Under Construction ,,Himarë
3849,180 m2,84 m2,,1,2,Apartment ,Under Construction ,,Himarë
3850,85 m2,66 m2,,2,5,Multipurpose space ,Used ,,Tirana
3851,76 m2,58 m2,,2,5,Multipurpose space ,Used ,,Tirana
3852,96.78 m2,96.78 m2,,2,5,Parking ,New ,,Tirana
3853,86 m2,68 m2,,2,5,Apartment ,Under Construction ,,Tirana
3854,197 m2,157 m2,,1,1,Apartment ,Under Construction ,,Tirana
3855,178 m2,141 m2,,1,2,Apartment ,Under Construction ,,Tirana
3856,182 m2,145 m2,,1,1,Apartment ,Under Construction ,,Tirana
3857,168 m2,72 m2,,1,1,Apartment ,Under Construction ,,Himarë
