,Gross Area,Interior Area,Bedrooms,Baths,Floor,Type,Status,Price,City
3114,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3115,1104 m2,1104 m2,2,1,2,Land ,Used ,,Tirana
3116,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3117,180 m2,84 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3118,85 m2,66 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3119,76 m2,58 m2,1,1,2,Multipurpose space ,Used ,,Tirana
3120,96.78 m2,96.78 m2,1,2,5,Parking ,New ,,Tirana
3121,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3122,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3123,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3124,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3125,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3126,39 m2,30 m2,1,1,1,Multipurpose space ,Used ,,Tirana
3127,1104 m2,1104 m2,1,1,1,Land ,Used ,,Tirana
3128,91 m2,38 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3129,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3130,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3131,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3132,96.78 m2,96.78 m2,2,2,5,Parking ,New ,,Tirana
3133,86 m2,68 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3134,197 m2,157 m2,1,1,1,Apartment ,Under Construction ,,Tirana
3135,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3136,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3137,168 m2,72 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3138,39 m2,30 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3139,1104 m2,1104 m2,2,1,2,Land ,Used ,,Tirana
3140,91 m2,38 m2,1,2,5,Apartment ,Under Construction ,,Himarë
3141,180 m2,84 m2,1,2,5,Apartment ,Under Construction ,,Himarë
3142,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3143,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3144,96.78 m2,96.78 m2,2,1,1,Parking ,New ,,Tirana
3145,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3146,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3147,178 m2,141 m2,1,1,1,Apartment ,Under Construction ,,Tirana
3148,182 m2,145 m2,1,1,2,Apartment ,Under Construction ,,Tirana
3149,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3150,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3151,1104 m2,1104 m2,2,2,5,Land ,Used ,,Tirana
3152,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3153,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3154,85 m2,66 m2,1,1,1,Multipurpose space ,Used ,,Tirana
3155,76 m2,58 m2,1,1,2,Multipurpose space ,Used ,,Tirana
3156,96.78 m2,96.78 m2,2,1,1,Parking ,New ,,Tirana
3157,86 m2,68 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3158,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3159,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3160,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3161,168 m2,72 m2,1,2,5,Apartment ,Under Construction ,,Himarë
3162,39 m2,30 m2,1,2,5,Multipurpose space ,Used ,,Tirana
3163,1104 m2,1104 m2,2,2,5,Land ,Used ,,Tirana
3164,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3165,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3166,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3167,76 m2,58 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3168,96.78 m2,96.78 m2,1,1,2,Parking ,New ,,Tirana
3169,86 m2,68 m2,1,1,2,Apartment ,Under Construction ,,Tirana
3170,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3171,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3172,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3173,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3174,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3175,1104 m2,1104 m2,1,1,2,Land ,Used ,,Tirana
3176,91 m2,38 m2,1,1,1,Apartment ,Under Construction ,,Himarë
3177,180 m2,84 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3178,85 m2,66 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3179,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3180,96.78 m2,96.78 m2,2,2,5,Parking ,New ,,Tirana
3181,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3182,197 m2,157 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3183,178 m2,141 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3184,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3185,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3186,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3187,1104 m2,1104 m2,2,1,1,Land ,Used ,,Tirana
3188,91 m2,38 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3189,180 m2,84 m2,1,1,2,Apartment ,Under Construction ,,Himarë
3190,85 m2,66 m2,1,2,5,Multipurpose space ,Used ,,Tirana
3191,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3192,96.78 m2,96.78 m2,2,2,5,Parking ,New ,,Tirana
3193,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3194,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3195,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3196,182 m2,145 m2,1,1,1,Apartment ,Under Construction ,,Tirana
3197,168 m2,72 m2,1,1,1,Apartment ,Under Construction ,,Himarë
3198,39 m2,30 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3199,1104 m2,1104 m2,2,1,2,Land ,Used ,,Tirana
3200,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3201,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3202,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3203,76 m2,58 m2,1,2,5,Multipurpose space ,Used ,,Tirana
3204,96.78 m2,96.78 m2,1,1,1,Parking ,New ,,Tirana
3205,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3206,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3207,178 m2,141 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3208,182 m2,145 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3209,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3210,39 m2,30 m2,1,2,5,Multipurpose space ,Used ,,Tirana
3211,1104 m2,1104 m2,1,2,5,Land ,Used ,,Tirana
3212,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3213,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3214,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3215,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3216,96.78 m2,96.78 m2,2,1,1,Parking ,New ,,Tirana
3217,86 m2,68 m2,1,1,1,Apartment ,Under Construction ,,Tirana
3218,197 m2,157 m2,1,1,2,Apartment ,Under Construction ,,Tirana
3219,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3220,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3221,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3222,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3223,1104 m2,1104 m2,2,2,5,Land ,Used ,,Tirana
3224,91 m2,38 m2,1,1,1,Apartment ,Under Construction ,,Himarë
3225,180 m2,84 m2,1,1,2,Apartment ,Under Construction ,,Himarë
3226,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3227,76 m2,58 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3228,96.78 m2,96.78 m2,2,1,2,Parking ,New ,,Tirana
3229,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3230,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3231,178 m2,141 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3232,182 m2,145 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3233,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3234,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3235,1104 m2,1104 m2,2,1,2,Land ,Used ,,Tirana
3236,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3237,180 m2,84 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3238,85 m2,66 m2,1,1,2,Multipurpose space ,Used ,,Tirana
3239,76 m2,58 m2,1,1,2,Multipurpose space ,Used ,,Tirana
3240,96.78 m2,96.78 m2,2,2,5,Parking ,New ,,Tirana
3241,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3242,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3243,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3244,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3245,168 m2,72 m2,1,1,2,Apartment ,Under Construction ,,Himarë
3246,39 m2,30 m2,1,1,1,Multipurpose space ,Used ,,Tirana
3247,1104 m2,1104 m2,2,1,1,Land ,Used ,,Tirana
3248,91 m2,38 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3249,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3250,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3251,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3252,96.78 m2,96.78 m2,1,2,5,Parking ,New ,,Tirana
3253,86 m2,68 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3254,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3255,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3256,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3257,168 m2,72 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3258,39 m2,30 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3259,1104 m2,1104 m2,1,1,2,Land ,Used ,,Tirana
3260,91 m2,38 m2,1,2,5,Apartment ,Under Construction ,,Himarë
3261,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3262,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3263,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3264,96.78 m2,96.78 m2,2,1,1,Parking ,New ,,Tirana
3265,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3266,197 m2,157 m2,1,1,1,Apartment ,Under Construction ,,Tirana
3267,178 m2,141 m2,1,1,1,Apartment ,Under Construction ,,Tirana
3268,182 m2,145 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3269,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3270,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3271,1104 m2,1104 m2,2,2,5,Land ,Used ,,Tirana
3272,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3273,180 m2,84 m2,1,2,5,Apartment ,Under Construction ,,Himarë
3274,85 m2,66 m2,1,1,1,Multipurpose space ,Used ,,Tirana
3275,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3276,96.78 m2,96.78 m2,2,1,1,Parking ,New ,,Tirana
3277,86 m2,68 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3278,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3279,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3280,182 m2,145 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3281,168 m2,72 m2,1,2,5,Apartment ,Under Construction ,,Himarë
3282,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3283,1104 m2,1104 m2,2,2,5,Land ,Used ,,Tirana
3284,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3285,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3286,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3287,76 m2,58 m2,1,1,1,Multipurpose space ,Used ,,Tirana
3288,96.78 m2,96.78 m2,1,1,2,Parking ,New ,,Tirana
3289,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3290,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3291,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3292,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3293,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3294,39 m2,30 m2,1,1,1,Multipurpose space ,Used ,,Tirana
3295,1104 m2,1104 m2,1,1,2,Land ,Used ,,Tirana
3296,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3297,180 m2,84 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3298,85 m2,66 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3299,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3300,96.78 m2,96.78 m2,2,2,5,Parking ,New ,,Tirana
3301,86 m2,68 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3302,197 m2,157 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3303,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3304,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3305,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3306,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3307,1104 m2,1104 m2,2,1,1,Land ,Used ,,Tirana
3308,91 m2,38 m2,1,1,2,Apartment ,Under Construction ,,Himarë
3309,180 m2,84 m2,1,1,2,Apartment ,Under Construction ,,Himarë
3310,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3311,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3312,96.78 m2,96.78 m2,2,2,5,Parking ,New ,,Tirana
3313,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3314,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3315,178 m2,141 m2,1,1,2,Apartment ,Under Construction ,,Tirana
3316,182 m2,145 m2,1,1,1,Apartment ,Under Construction ,,Tirana
3317,168 m2,72 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3318,39 m2,30 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3319,1104 m2,1104 m2,2,1,2,Land ,Used ,,Tirana
3320,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3321,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3322,85 m2,66 m2,1,2,5,Multipurpose space ,Used ,,Tirana
3323,76 m2,58 m2,1,2,5,Multipurpose space ,Used ,,Tirana
3324,96.78 m2,96.78 m2,2,1,1,Parking ,New ,,Tirana
3325,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3326,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3327,178 m2,141 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3328,182 m2,145 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3329,168 m2,72 m2,1,1,2,Apartment ,Under Construction ,,Himarë
3330,39 m2,30 m2,1,2,5,Multipurpose space ,Used ,,Tirana
3331,1104 m2,1104 m2,2,2,5,Land ,Used ,,Tirana
3332,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3333,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3334,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3335,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3336,96.78 m2,96.78 m2,1,1,1,Parking ,New ,,Tirana
3337,86 m2,68 m2,1,1,1,Apartment ,Under Construction ,,Tirana
3338,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3339,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3340,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3341,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3342,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3343,1104 m2,1104 m2,1,2,5,Land ,Used ,,Tirana
3344,91 m2,38 m2,1,1,1,Apartment ,Under Construction ,,Himarë
3345,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3346,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3347,76 m2,58 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3348,96.78 m2,96.78 m2,2,1,2,Parking ,New ,,Tirana
3349,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3350,197 m2,157 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3351,178 m2,141 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3352,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3353,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3354,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3355,1104 m2,1104 m2,2,1,2,Land ,Used ,,Tirana
3356,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3357,180 m2,84 m2,1,1,1,Apartment ,Under Construction ,,Himarë
3358,85 m2,66 m2,1,1,2,Multipurpose space ,Used ,,Tirana
3359,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3360,96.78 m2,96.78 m2,2,2,5,Parking ,New ,,Tirana
3361,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3362,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3363,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3364,182 m2,145 m2,1,1,1,Apartment ,Under Construction ,,Tirana
3365,168 m2,72 m2,1,1,2,Apartment ,Under Construction ,,Himarë
3366,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3367,1104 m2,1104 m2,2,1,1,Land ,Used ,,Tirana
3368,91 m2,38 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3369,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3370,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3371,76 m2,58 m2,1,2,5,Multipurpose space ,Used ,,Tirana
3372,96.78 m2,96.78 m2,1,2,5,Parking ,New ,,Tirana
3373,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3374,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3375,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3376,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3377,168 m2,72 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3378,39 m2,30 m2,1,1,2,Multipurpose space ,Used ,,Tirana
3379,1104 m2,1104 m2,1,1,2,Land ,Used ,,Tirana
3380,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3381,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3382,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3383,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3384,96.78 m2,96.78 m2,2,1,1,Parking ,New ,,Tirana
3385,86 m2,68 m2,1,1,2,Apartment ,Under Construction ,,Tirana
3386,197 m2,157 m2,1,1,1,Apartment ,Under Construction ,,Tirana
3387,178 m2,141 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3388,182 m2,145 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3389,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3390,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3391,1104 m2,1104 m2,2,2,5,Land ,Used ,,Tirana
3392,91 m2,38 m2,1,2,5,Apartment ,Under Construction ,,Himarë
3393,180 m2,84 m2,1,2,5,Apartment ,Under Construction ,,Himarë
3394,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3395,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3396,96.78 m2,96.78 m2,2,1,1,Parking ,New ,,Tirana
3397,86 m2,68 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3398,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3399,178 m2,141 m2,1,1,2,Apartment ,Under Construction ,,Tirana
3400,182 m2,145 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3401,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3402,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3403,1104 m2,1104 m2,2,2,5,Land ,Used ,,Tirana
3404,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3405,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3406,85 m2,66 m2,1,1,1,Multipurpose space ,Used ,,Tirana
3407,76 m2,58 m2,1,1,1,Multipurpose space ,Used ,,Tirana
3408,96.78 m2,96.78 m2,2,1,2,Parking ,New ,,Tirana
3409,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3410,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3411,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3412,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3413,168 m2,72 m2,1,2,5,Apartment ,Under Construction ,,Himarë
3414,39 m2,30 m2,1,1,1,Multipurpose space ,Used ,,Tirana
3415,1104 m2,1104 m2,2,1,2,Land ,Used ,,Tirana
3416,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3417,180 m2,84 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3418,85 m2,66 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3419,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3420,96.78 m2,96.78 m2,1,2,5,Parking ,New ,,Tirana
3421,86 m2,68 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3422,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3423,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3424,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3425,168 m2,72 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3426,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3427,1104 m2,1104 m2,1,1,1,Land ,Used ,,Tirana
3428,91 m2,38 m2,1,1,2,Apartment ,Under Construction ,,Himarë
3429,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3430,85 m2,66 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3431,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3432,96.78 m2,96.78 m2,2,2,5,Parking ,New ,,Tirana
3433,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3434,197 m2,157 m2,1,1,1,Apartment ,Under Construction ,,Tirana
3435,178 m2,141 m2,1,1,2,Apartment ,Under Construction ,,Tirana
3436,182 m2,145 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3437,168 m2,72 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3438,39 m2,30 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3439,1104 m2,1104 m2,2,1,2,Land ,Used ,,Tirana
3440,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3441,180 m2,84 m2,1,2,5,Apartment ,Under Construction ,,Himarë
3442,85 m2,66 m2,1,2,5,Multipurpose space ,Used ,,Tirana
3443,76 m2,58 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3444,96.78 m2,96.78 m2,2,1,1,Parking ,New ,,Tirana
3445,86 m2,68 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3446,197 m2,157 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3447,178 m2,141 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3448,182 m2,145 m2,1,1,2,Apartment ,Under Construction ,,Tirana
3449,168 m2,72 m2,1,1,2,Apartment ,Under Construction ,,Himarë
3450,39 m2,30 m2,2,2,5,Multipurpose space ,Used ,,Tirana
3451,1104 m2,1104 m2,2,2,5,Land ,Used ,,Tirana
3452,91 m2,38 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3453,180 m2,84 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3454,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3455,76 m2,58 m2,1,1,2,Multipurpose space ,Used ,,Tirana
3456,96.78 m2,96.78 m2,1,1,1,Parking ,New ,,Tirana
3457,86 m2,68 m2,2,1,1,Apartment ,Under Construction ,,Tirana
3458,197 m2,157 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3459,178 m2,141 m2,2,1,2,Apartment ,Under Construction ,,Tirana
3460,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3461,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3462,39 m2,30 m2,1,2,5,Multipurpose space ,Used ,,Tirana
3463,1104 m2,1104 m2,1,2,5,Land ,Used ,,Tirana
3464,91 m2,38 m2,2,1,1,Apartment ,Under Construction ,,Himarë
3465,180 m2,84 m2,2,1,2,Apartment ,Under Construction ,,Himarë
3466,85 m2,66 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3467,76 m2,58 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3468,96.78 m2,96.78 m2,2,1,2,Parking ,New ,,Tirana
3469,86 m2,68 m2,1,1,2,Apartment ,Under Construction ,,Tirana
3470,197 m2,157 m2,1,2,5,Apartment ,Under Construction ,,Tirana
3471,178 m2,141 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3472,182 m2,145 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3473,168 m2,72 m2,2,2,5,Apartment ,Under Construction ,,Himarë
3474,39 m2,30 m2,2,1,1,Multipurpose space ,Used ,,Tirana
3475,1104 m2,1104 m2,2,1,2,Land ,Used ,,Tirana
3476,91 m2,38 m2,1,1,1,Apartment ,Under Construction ,,Himarë
3477,180 m2,84 m2,1,1,1,Apartment ,Under Construction ,,Himarë
3478,85 m2,66 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3479,76 m2,58 m2,2,1,2,Multipurpose space ,Used ,,Tirana
3480,96.78 m2,96.78 m2,2,2,5,Parking ,New ,,Tirana
3481,86 m2,68 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3482,197 m2,157 m2,2,2,5,Apartment ,Under Construction ,,Tirana
3483,178 m2,141 m2,1,2,5,Apartment ,Under Construction ,,Tirana
